model_index_id,me_name,release_id,bundle_id,bundle_version_id,crosswalk_version_id,modelable_entity_id,location_set_id,year_start,year_end,metric_id,data_transform,prediction_age_group_ids,prediction_sex_ids,prediction_units,description,gbd_covariates,stage_1_model_formula,density_cutoffs,st_version,st_lambda,st_omega,st_zeta,time_correlation_scale,gpr_scale,agg_level_4_to_3,agg_level_5_to_4,add_nsv,rake_logit,gpr_draws,path_to_data,path_to_custom_stage_1,transform_offset,notes
37,Percent deliveries in primary facility of any sector,16,10635,49160,47686,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,Red-do first model percent deliveries in prim_any - include initial vetting already,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/prim_any/02_linear_oos/alpha_2024-12-19/prim_any_custom_prior_2024_12_19.csv,,
38,Percent deliveries in private hospital,16,10554,49144,47687,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,Third round vetting: suggestions from AH - percent deliveries in priv_hosp w age collapsed data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_hosp/02_linear_oos/alpha_2024-11-22/priv_hosp_custom_prior_2024_11_22.csv,,
39,Percent deliveries in public primary facilities,16,10556,49145,47688,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,Third round vetting: suggestions from AH - percent deliveries in pub_prim  + ngo_prim w age collapsed data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_prim/02_linear_oos/alpha_2024-11-22/pub_prim_custom_prior_2024_11_22.csv,,
40,Percent deliveries in private (for-profit) primary facilities,16,10557,49146,47689,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,Third round vetting: suggestions from AH - percent deliveries in priv_prim w age collapsed data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_prim/02_linear_oos/alpha_2024-11-22/priv_prim_custom_prior_2024_11_22.csv,0.001,
41,Percent deliveries in primary facility of any sector,16,10635,49160,47691,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,Re-do second model percent deliveries in prim_any - includes redo second round  vetting,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/prim_any/02_linear_oos/alpha_2024-12-19/prim_any_custom_prior_2024_12_19.csv,,
42,Percent deliveries in primary facility of any sector,16,10635,49160,47711,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,mcconrad: test 3,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/prim_any/02_linear_oos/alpha_2024-12-19/prim_any_custom_prior_2024_12_19.csv,,
43,Percent deliveries in private hospital,16,10554,49160,47714,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,mcconrad test,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_hosp/02_linear_oos/alpha_2024-11-22/priv_hosp_custom_prior_2024_11_22.csv,,title check
44,Percent deliveries in public primary facilities,16,10556,49145,47715,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,mcconrad test,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_prim/02_linear_oos/alpha_2024-11-22/pub_prim_custom_prior_2024_11_22.csv,,
45,Percent deliveries in private (for-profit) primary facilities,16,10557,49146,47717,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,mcconrad test,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_prim/02_linear_oos/alpha_2024-11-22/priv_prim_custom_prior_2024_11_22.csv,0.001,
46,Percent deliveries in hospital of any sector,16,10634,49159,47712,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,mcconrad test,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/hosp_any/02_linear_oos/alpha_2024-12-19/hosp_any_custom_prior_2024_12_19.csv,,title check
47,Percent deliveries in public hospital,16,10530,49143,47718,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,mcconrad test,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_hosp/02_linear_oos/alpha_2024-11-21/pub_hosp_custom_prior_2024_11_21.csv,,
48,Percent deliveries in primary facility of any sector,16,10635,49160,47737,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,Feb 5 addtl outliers,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/prim_any/02_linear_oos/alpha_2024-12-19/prim_any_custom_prior_2024_12_19.csv,,
49,Percent deliveries in private hospital,16,10554,49160,47726,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,Feb 5 addtl outliers,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_hosp/02_linear_oos/alpha_2024-11-22/priv_hosp_custom_prior_2024_11_22.csv,,title check
50,Percent deliveries in public primary facilities,16,10556,49145,47727,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,Feb 5 addtl outliers,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_prim/02_linear_oos/alpha_2024-11-22/pub_prim_custom_prior_2024_11_22.csv,,
51,Percent deliveries in private (for-profit) primary facilities,16,10557,49146,47728,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,Feb 5 addtl outliers,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_prim/02_linear_oos/alpha_2024-11-22/priv_prim_custom_prior_2024_11_22.csv,0.001,
52,Percent deliveries in hospital of any sector,16,10634,49159,47736,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,Feb 5 addtl outliers,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/hosp_any/02_linear_oos/alpha_2024-12-19/hosp_any_custom_prior_2024_12_19.csv,,title check
53,Percent deliveries in public hospital,16,10530,49143,47725,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,Feb 5 addtl outliers,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_hosp/02_linear_oos/alpha_2024-11-21/pub_hosp_custom_prior_2024_11_21.csv,,
54,Percent deliveries in primary facility of any sector,16,10635,49160,47788,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,"Feb 16 addtl outliers, no coding fixes, trying stgpr scale ","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/prim_any/02_linear_oos/alpha_2024-12-19/prim_any_custom_prior_2024_12_19.csv,,
55,47810,16,10554,49160,47784,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,"Feb 16 addtl outliers, no coding fixes","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_hosp/02_linear_oos/alpha_2024-11-22/priv_hosp_custom_prior_2024_11_22.csv,,title check
56,Percent deliveries in public primary facilities,16,10556,49145,47785,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,"Feb 16 addtl outliers, no coding fixes","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_prim/02_linear_oos/alpha_2024-11-22/pub_prim_custom_prior_2024_11_22.csv,,
57,Percent deliveries in private (for-profit) primary facilities,16,10557,49146,47786,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,"Feb 16 addtl outliers, no coding fixes","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_prim/02_linear_oos/alpha_2024-11-22/priv_prim_custom_prior_2024_11_22.csv,0.001,
58,Percent deliveries in hospital of any sector,16,10634,49159,47787,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,"Feb 16 addtl outliers, no coding fixes","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/hosp_any/02_linear_oos/alpha_2024-12-19/hosp_any_custom_prior_2024_12_19.csv,,title check
59,Percent deliveries in public hospital,16,10530,49143,47783,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"Feb 16 addtl outliers, no coding fixes","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_hosp/02_linear_oos/alpha_2024-11-21/pub_hosp_custom_prior_2024_11_21.csv,,
60,Percent deliveries in public hospital,16,10530,49143,47795,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,Feb 19 tjk and drc temp fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_hosp/02_linear_oos/alpha_2024-11-21/pub_hosp_custom_prior_2024_11_21.csv,,
61,Percent deliveries in hospital of any sector,16,10634,49159,47796,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,Feb 19 tjk and drc temp fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/hosp_any/02_linear_oos/alpha_2024-12-19/hosp_any_custom_prior_2024_12_19.csv,,title check
62,Percent deliveries in private (for-profit) primary facilities,16,10557,49146,47800,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,Feb 19 tjk and drc temp fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_prim/02_linear_oos/alpha_2024-11-22/priv_prim_custom_prior_2024_11_22.csv,0.001,
63,Percent deliveries in public hospital,16,10530,49143,47795,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,2/21 TJK Fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_hosp/02_linear_oos/alpha_2024-11-21/pub_hosp_custom_prior_2024_11_21.csv,,
64,Percent deliveries in hospital of any sector,33,10634,49159,47813,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,2/21 TJK Fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/hosp_any/02_linear_oos/alpha_2024-12-19/hosp_any_custom_prior_2024_12_19.csv,,title check
65,Percent deliveries in private (for-profit) primary facilities,33,10557,49146,47812,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,2/21 TJK Fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_prim/02_linear_oos/alpha_2024-11-22/priv_prim_custom_prior_2024_11_22.csv,0.001,
66,Percent deliveries in public hospital,33,10530,49143,47809,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,2/21 TJK Fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_hosp/02_linear_oos/alpha_2024-11-21/pub_hosp_custom_prior_2024_11_21.csv,,
67,Percent deliveries in primary facility of any sector,33,10635,49160,47814,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,2/21 TJK Fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/prim_any/02_linear_oos/alpha_2024-12-19/prim_any_custom_prior_2024_12_19.csv,,
68,Percent deliveries in public primary facilities,33,10556,49145,47811,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,2/21 TJK Fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/pub_prim/02_linear_oos/alpha_2024-11-22/pub_prim_custom_prior_2024_11_22.csv,,
69,Percent deliveries in private hospital,33,10554,49160,47856,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,2/21 TJK Fix,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/priv_hosp/02_linear_oos/alpha_2024-11-22/priv_hosp_custom_prior_2024_11_22.csv,,
70,Percent deliveries in hospital of any sector,33,10634,49715,47862,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,first try pipeline-dif custom priors,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/hosp_any/02_linear_oos/alpha_2025-02-28/hosp_any_custom_prior_2025_02_28.csv,,
71,Percent deliveries in private (for-profit) primary facilities,33,10557,49714,47859,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,first try pipeline,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/priv_prim/02_linear_oos/alpha_2025-02-28/priv_prim_custom_prior_2025_02_28.csv,0.001,
72,Percent deliveries in public hospital,33,10530,49711,47856,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,first try pipeline,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/pub_hosp/02_linear_oos/alpha_2025-02-28/pub_hosp_custom_prior_2025_02_28.csv,,
